,node_814r.2_harmonico_60,node_814r.2_harmonico_180,node_814r.2_harmonico_300,node_814r.2_harmonico_420,node_814r.2_harmonico_540,node_814r.2_harmonico_660,node_814r.2_harmonico_780,node_814r.2_harmonico_900,node_814r.2_harmonico_1020,node_814r.2_harmonico_1140,node_814r.2_harmonico_1260,node_814r.2_harmonico_1380,node_814r.2_harmonico_1500
0,1.0499954969875476,4.182410770340884e-07,7.607598999778999e-07,2.7407876627726115e-07,2.8777029847263465e-07,4.5092491033505377e-07,6.249410434718559e-07,8.116589138096446e-07,1.020917934505401e-06,1.2647594556325682e-06,1.560019576173015e-06,1.934963966263862e-06,2.4473576890346866e-06
1,1.0499969083560923,8.420557200040285e-07,1.4192476285490185e-06,4.780639381265355e-07,5.979481613339416e-07,9.26496619237427e-07,1.268831418005697e-06,1.6353547463820565e-06,2.0451085704247956e-06,2.5201442859281866e-06,3.089149057218942e-06,3.793011118499903e-06,4.693793246346401e-06
2,1.0499967325497865,4.239542284555456e-07,6.663006706544752e-07,2.0869690526608302e-07,3.118485234969423e-07,4.758937161464214e-07,6.440127384397288e-07,8.23759025801756e-07,1.0242200742805543e-06,1.2553875295616134e-06,1.5291643404304053e-06,1.8585175023626265e-06,2.249066713666174e-06
3,1.049993059336132,1.951456560566446e-08,1.924375243594485e-07,1.0523579080277439e-07,5.6855662284909486e-08,3.923480732044501e-08,3.015616987639612e-08,2.4367532176402132e-08,2.1780896758199518e-08,3.0180305599732676e-08,6.45519629292233e-08,1.4984099010474713e-07,3.457633880346331e-07
4,1.049994297049906,1.3171634791279088e-06,2.276427186175064e-06,7.873920570182932e-07,9.351794549871083e-07,1.45489520748399e-06,2.001141358672729e-06,2.5882785684700216e-06,3.2478165184555128e-06,4.017187104413994e-06,4.946171524228532e-06,6.107906624530157e-06,7.619390520419683e-06
5,1.0499962562876954,1.3397279259739062e-06,2.2092294736906233e-06,7.241264321597581e-07,9.54679007212674e-07,1.4729223971748138e-06,2.00853412466616e-06,2.5797535923029007e-06,3.2152200591324346e-06,3.947194284336815e-06,4.8165717751023796e-06,5.879463801787628e-06,7.215074194681027e-06
6,1.0474418854434817,4.964014377691126e-06,5.902551927697559e-06,8.804556322352427e-06,1.0810439023513878e-05,1.363983006379062e-05,1.735240535560042e-05,2.2173099798285913e-05,2.8589684614513697e-05,3.7447286909490024e-05,5.016135897668718e-05,6.894464743706847e-05,9.6225342375202e-05
7,1.0484446996962498,0.00011212437013131554,0.00018337996829155878,6.295124702972868e-05,7.760127462350279e-05,0.00011998306396630952,0.000164651299932783,0.0002131464273795667,0.0002682597357318741,0.0003333249094642168,0.0004126517882046825,0.0005118073915890321,0.0006369311924166719
8,1.0484244935628426,0.00011889912817047502,0.00018784553947228665,5.991939633866107e-05,7.608806230397163e-05,0.00011741599241783771,0.0001598511915367905,0.00020464355384587133,0.0002539173384568178,0.0003100419086008747,0.00037619269126536696,0.00045760242089026447,0.00056453968900615
9,1.0457236051213294,8.292048004804534e-06,9.741347945569531e-06,1.4659405910880291e-05,1.803014529309193e-05,2.276467197378771e-05,2.8970716270827635e-05,3.7025510194894414e-05,4.774361972897697e-05,6.253489699107513e-05,8.375865231425535e-05,0.0001150983101385308,0.00016057934423911743
10,1.0474525211258292,0.00018648086224373698,0.0003048553249555769,0.00010463881259044645,0.000129012039772618,0.000199462176843854,0.0002737103451194923,0.00035431988780552,0.0004459315161880245,0.0005540875002782599,0.0006859520801731471,0.0008507740400259909,0.001058730186036485
11,1.0473977098605411,0.000197777769306985,0.00031235924582189497,9.962088924313228e-05,0.00012647166689158402,0.00019515921451967202,0.0002656817465726101,0.00034011384013286975,0.0004219834764880664,0.0005152250550395284,0.0006251128595154591,0.0007603465198956409,0.0009380206848521424
12,1.0135349859756044,7.03079975614973e-05,8.120358271036773e-05,0.00012367392355584265,0.00015242910245375705,0.00019256894460284495,0.0002450746462847195,0.00031312284612667446,0.0004035502720576426,0.0005281675352025681,0.0007066905248135454,0.0009697650071659456,0.0013504130201756211
13,1.0298706728194464,0.0015717438254125098,0.0025674682978097576,0.000880874552457226,0.0010858928510181433,0.0016779875091393534,0.0023012225873700293,0.002976938209014533,0.0037438146214417594,0.004647940800270269,0.00574878403721233,0.007122923882685718,0.008854063354150366
14,1.0287307610861205,0.0016672419031607817,0.002631490788012405,0.0008388433262137931,0.0010641945976358612,0.0016413199199424014,0.0022330587107514785,0.002856610433201464,0.0035413101737470586,0.004319762859470075,0.0052356188948698085,0.0063609725592236955,0.007837878187794746
15,1.029722912794366,0.0015715507903087884,0.002567290672567827,0.0008808839946412805,0.0010860192185110573,0.0016784029294732686,0.002302152642147319,0.002978682674099082,0.0037467833125979224,0.004652704707244314,0.005756153269231404,0.007134061731600545,0.008870622607338645
16,0.9761068169671737,0.00014301136223208508,0.00016240298693611643,0.0002496624551745402,0.00030616143206847735,0.0003841715671251771,0.00048495179127243127,0.0006137746559367266,0.0007826121406589399,0.0010122130292150222,0.0013369847238295614,0.001809568112239287,0.002483680951283872
17,1.0105567316058341,0.0031818013528244916,0.005186224394673268,0.0017735244677691683,0.0021767997164971395,0.0033454043742763805,0.004557802538938886,0.00585066668654461,0.007292597402962409,0.00896287957317783,0.010961404093967569,0.013413561352985921,0.016448988470357615
18,1.0066099462892415,0.0033729833623636716,0.005314025239585655,0.0016893745747833307,0.002135476192190557,0.0032785784151583477,0.004436138153563862,0.0056383515836556635,0.006937963383283984,0.008391624318734338,0.01007371545574324,0.012106979516641034,0.01473538548597049
19,0.9463964106006224,0.0002005465272567389,0.00022691284859277467,0.000346774117444455,0.00042370553154397824,0.0005287667666431365,0.0006628315455793609,0.0008318111764141126,0.0010499827361993147,0.0013420395008599158,0.0017482330045980746,0.0023278453528453877,0.0031330499761061184
20,0.9953038765067591,0.004453207763883434,0.0072393208513333645,0.002465682438687532,0.0030101021059162794,0.004594967987530749,0.006209201278744609,0.007893857238410728,0.009729851295642048,0.011806636198099088,0.014232994403217741,0.01714028544147183,0.020652137173095855
21,0.9889908072300123,0.004719793299193147,0.007416777213161168,0.0023488791491976012,0.0029539518276683768,0.004505701236131797,0.006048633254449639,0.007616655761491373,0.00927172494047268,0.011076648788509922,0.013111241301372532,0.015507499960938441,0.018532674134009778
22,1.0289599967800682,0.00021790471289658768,0.0002501663320064531,0.00037870661938223645,0.00046172112439627183,0.0005757631999019221,0.0007215161880771692,0.0009053668402938196,0.0011428537175980893,0.0014608788682891108,0.0019033058013976723,0.0025347421800910297,0.003412049122137291
23,1.0200360599879585,0.004588808977459361,0.007462315613644099,0.002541688567557025,0.0031019960908434292,0.0047346346891153045,0.0063967848298627185,0.00813047218940828,0.01001874982434975,0.012153333028196494,0.014645662077428314,0.01763020784362963,0.021233329725447055
24,1.0197713117989675,0.004892581371676733,0.00769027969807784,0.0024356060492280404,0.0030632243625747214,0.004671679357524889,0.006270285953258059,0.00789403752108161,0.00960692431363145,0.01147371423769852,0.013576622781665541,0.01605158187987804,0.01917387164934548
25,1.0289472031407585,0.00021789646484055215,0.0002502303021645712,0.00037867185192545246,0.00046167018665633266,0.0005757013532460645,0.000721445681021767,0.0009052902469097788,0.001142774823028475,0.0014608037674697775,0.001903244859612737,0.0025347135468748797,0.0034120831076833095
26,1.020027904860771,0.0045888419590720845,0.007462701012729842,0.0025415610603914548,0.0031012235552568797,0.004733716565316866,0.006395746552725117,0.008129308041097794,0.010017453523171075,0.012151899051065378,0.014644085048029373,0.017628481324480895,0.021231442743797357
27,1.01976279740705,0.004892638050329158,0.007690722092826753,0.0024354725004503146,0.0030624472855131273,0.004670757842748601,0.006269240210411141,0.007892858255608124,0.009605600936245141,0.011472235651275562,0.01357497658307219,0.01604975402147277,0.019171847448770145
28,1.0285505938259762,0.00021764126268391168,0.0002522135644761343,0.0003775941428335427,0.0004600907956852632,0.00057378366292657,0.0007192592990037624,0.0009029148273006337,0.001140327476686815,0.0014584730329721106,0.0019013512948513444,0.0025338182768407155,0.003413122847736918
29,1.0197750984317198,0.004589865507950505,0.0074746732523157415,0.0025377337307261423,0.0030772918236748052,0.004705252804684255,0.006363551781129929,0.008093204434237954,0.009977243959988316,0.0121074088334246,0.014595142755705372,0.01757488101578172,0.021172836038701227
30,1.019498846698887,0.004894395961315985,0.00770446192412714,0.002431461526800729,0.003038372781624153,0.004642188186741109,0.006236813569997663,0.007856285875770076,0.009564552344423528,0.011426363746901962,0.013523892723497239,0.015993016925164232,0.01910899297628934
31,1.027630106132242,0.00021747824658917842,0.00025210536386584693,0.0003776121545912325,0.0004604049182151569,0.0005746329598626115,0.0007210183021662357,0.0009061528382827001,0.0011459275863790021,0.0014678522922225831,0.0019168641869530384,0.002559435221409764,0.003455108517353676
32,1.0195452394001305,0.00021049106438928694,0.0003180698852211956,0.0003420449128021115,0.00040563804002306136,0.0005048300207061968,0.0006357998098090927,0.0008040648614553851,0.0010244931893572421,0.001323092560328806,0.0017423634311724636,0.0023449870588535637,0.003186255807524972
33,1.0103174355342155,0.0046250757964040635,0.007895227621103467,0.0025496839634948113,0.0023126106848288222,0.0037639352599649948,0.0052904210452669265,0.0068812976552860465,0.00861639336066298,0.010586779363395936,0.012903040799616792,0.015699693190489906,0.019107986200351076
34,1.0110669655918132,0.004953230576872373,0.008182588159215347,0.002443816833487224,0.0022698258732592384,0.0037012951113945336,0.005163355519432227,0.006641175981541933,0.008195336024580214,0.009888879194586558,0.011800368665496823,0.014057833551931605,0.016919082557677552
35,1.0041645182822347,0.00021300137633150764,0.0002482527017183593,0.0003748484889721379,0.00046196701932397865,0.000584404319047979,0.0007453270742835406,0.0009548820414249986,0.0012347448903968785,0.0016224217091482238,0.0021807269412446777,0.0030077439628065465,0.004210257489527641
36,1.0011552777334796,0.00021238175334745466,0.00024759807464492134,0.000374012871605386,0.00046118838889873837,0.0005838175815525437,0.0007451900632301978,0.0009556226478800811,0.0012370597044174666,0.0016274739518707805,0.002190527054850268,0.0030258361792273292,0.004242585912275338
37,1.0101217628406027,0.004624178854772273,0.007893792945930338,0.0025492694278137188,0.0023122943445339043,0.00376354270201703,0.005290076791913735,0.0068811661372083594,0.008616682655179158,0.010587763695838548,0.01290509340253349,0.01570333334787407,0.019113934663775544
38,1.0188082031448156,0.00021007848946024988,0.00032315393811022195,0.0003392490101984964,0.0004012695322937375,0.0004992450616624094,0.0006289538476685933,0.000795814382597107,0.0010145959244929558,0.0013111585702005072,0.0017277612864454433,0.0023267082961971057,0.003162874799240742
39,1.0096218933004328,0.004628481998983791,0.007932531801990772,0.0025627944236859914,0.0022529547018856726,0.003686722696096579,0.005201676700089475,0.006780420597709528,0.008502249055543296,0.010458031218198017,0.012758106520190752,0.015536758971065332,0.018925352706873632
40,1.0103609361084922,0.004958077507552761,0.00822388992718909,0.002457085697070445,0.0022094230898784136,0.003623818174866031,0.005074369649901668,0.006539994369835822,0.008080779654399002,0.009759540869809763,0.01165444528191704,0.013892714286622605,0.01673041127284754
41,1.0009779918197794,0.00020171527949936207,0.00044739319999267696,0.0002732329617440778,0.0002936551283632578,0.00036106214928328034,0.00045864331048298704,0.0005890041818502215,0.0007639727324589903,0.0010048759690680282,0.0013464236706089937,0.0018388825745115594,0.002523157484792381
42,0.9926578436219696,0.004715332929137852,0.008915837047733622,0.0033199856397683344,0.001242316048946895,0.0018375881471781935,0.0030189072451108486,0.004271807096811142,0.0056338860320478065,0.00718394175586401,0.009020241535564126,0.011263814943281708,0.014039686246192397
43,0.9932855488812967,0.005080040821437959,0.00930905643983874,0.003230966972958436,0.0011782563874375685,0.0017643200744972916,0.002885129662866236,0.00402550033400871,0.005206888418608936,0.0064806615493744465,0.00791059800273988,0.009597288134860427,0.01174115778840019
44,1.0005457033191714,0.0002015825700396182,0.000450519887998807,0.0002716216102366827,0.0002909109583467708,0.0003575290017949366,0.00045426991329550377,0.0005836571363259809,0.0007574295518104085,0.0009967738453453628,0.0013361637284097063,0.0018254865168401706,0.0025052025477279275
45,0.9922341693154102,0.004717692936388198,0.008942587156535096,0.0033475676710427627,0.0012375949918645333,0.0017928098061203645,0.0029633732781147457,0.0042072785196272154,0.005559511102988256,0.007098317257226975,0.00892151081307135,0.011149613181240442,0.013907276541630759
46,0.9928679920894309,0.005083305240567122,0.009338496933203117,0.0032590819209746677,0.0011736290602226756,0.0017191016319934548,0.0028293845479343397,0.003960849417793576,0.005132489934282815,0.00639517998169298,0.007812230777706936,0.009483428501596147,0.011607544444054381
47,1.0485716247951846,0.00021137553996470807,0.0007218709700457364,0.00020569464325789958,0.0001072293831849735,9.986505647730172e-05,0.00011489451102154958,0.0001425004611818283,0.00018270492047095706,0.00023959455722484443,0.0003209808949249706,0.0004384440344099707,0.0006010323637062748
48,1.0404646677771034,0.005292180315456485,0.011868399801252618,0.006225184872268411,0.0035536371382757,0.0022959780670972012,0.0015081056788580946,0.0009234173349973615,0.00047058767773365296,0.0003823658947148208,0.000796216094121677,0.0013709883653186916,0.0020679419192545572
49,1.041345621083144,0.005763621958458898,0.012559930853476304,0.006197586236915196,0.003545722445563466,0.002293276202114075,0.0015089339846868284,0.0009295528475254904,0.0004634267808743501,0.0002200148474756812,0.000535364390385189,0.000992389532288702,0.0015524735129412157
50,1.046256708090265,0.00021200466519286922,0.0007484787322360858,0.00019917863886954358,8.473376742648235e-05,6.743589306672263e-05,7.20993811013582e-05,8.688943174366273e-05,0.00011024362847816106,0.00014405197248691903,0.0001927406822900987,0.0002631004456762708,0.0003605817416934654
51,1.038151193107108,0.005321928429397077,0.012144789756661254,0.006555927717117828,0.003913413436887495,0.002709018414892856,0.001987954843939447,0.0014759462294332741,0.0010665642348611662,0.0007112617398690078,0.000408435373096003,0.0003433077395470742,0.000671092170116105
52,1.0391567012240057,0.005802149536683734,0.012866150724611121,0.00653419016081656,0.00390768267503591,0.0027047839440093213,0.001982374507938533,0.0014721439234434528,0.0010696206506389035,0.0007237293621350018,0.0004041260615675979,0.00010640411337046717,0.00031451605080907367
53,1.0435830728412192,0.00021302392095300983,0.0007800240788381701,0.0001929662644418736,6.016454871591875e-05,3.10148299887123e-05,2.3808587606042084e-05,2.4213027055527916e-05,2.872832219583356e-05,3.6948899737566006e-05,5.010876017621371e-05,7.12639179532926e-05,0.00010614194719580764
54,1.0354413208278368,0.0053578706507110925,0.012475932288091234,0.006952100531378709,0.0043451623394347915,0.003206717151039216,0.0025711311985782766,0.002162235456922786,0.0018746747282395193,0.001659251018055397,0.001489588630579934,0.0013508668946656168,0.0012380235669683308
55,1.0366459026802313,0.005848639119809067,0.013232959126132541,0.006937178796294033,0.0043415762686499606,0.0031994586066135503,0.002554568876448003,0.002135603850027581,0.0018386624212419337,0.0016152033418804655,0.0014389685634651202,0.0012930258198168812,0.001161577751980722
56,1.0431488395668316,0.00021246773714024905,0.0007811414062117696,0.00019439597874008492,6.093790507182079e-05,3.154238039031223e-05,2.4245759132725826e-05,2.4579839901139818e-05,2.9006757495725803e-05,3.7124679791931865e-05,5.0173703093165254e-05,7.120881424099756e-05,0.00010594944526352672
57,1.0350195336294332,0.005355560470959266,0.012471170709498026,0.006950045038881205,0.004344367047515856,0.003206580294373817,0.00257145435825516,0.0021629318230348593,0.001875698969836277,0.0016605758003762126,0.0014911942967008496,0.001352736925521376,0.0012401498182165827
58,1.036272922929189,0.005846816613997742,0.013229091082222866,0.006935425736098026,0.004340665075911939,0.003198951565899467,0.0025543201160640222,0.0021355473313102017,0.0018387620015683232,0.0016154362547610827,0.0014393181548987388,0.0012934763788581243,0.0011621066627611012
59,1.0435347959557704,0.0002132060076126608,0.0007813296732190433,0.00019240723516563836,5.892020042004801e-05,2.93456770710797e-05,2.1770107256675946e-05,2.1754256654661193e-05,2.569022019199768e-05,3.311953269709435e-05,4.527261004133942e-05,6.531700737614372e-05,9.945745223327238e-05
60,1.0353759593947536,0.005359968599221557,0.01249263522795526,0.006971505921509893,0.004366092508920553,0.0032307435467907597,0.0025992514466796246,0.0021953683923472246,0.001913867825646635,0.0017058145662548342,0.001545211300486734,0.0014176605483306947,0.0013182758083873597
61,1.0365989583371555,0.005851228693291002,0.01325136264880739,0.006956918017889025,0.004362648417047714,0.0032233928588947486,0.0025822098604423842,0.0021676436237241803,0.0018758271737110894,0.0016583642899033828,0.001489271532361977,0.001352133149194084,0.001232192228645876
62,1.0429452470254648,0.0002122920220234174,0.000782102481134185,0.00019511516914276099,6.122551669248891e-05,3.167973754021378e-05,2.432462860499334e-05,2.460349881285453e-05,2.895530752405286e-05,3.6983382666778684e-05,4.993385795354943e-05,7.086194412990034e-05,0.00010548254181638825
63,1.034650818397932,0.0053535636018322875,0.012467149876270919,0.006948401398314013,0.0043438372659501834,0.0032066485566108393,0.0025719509793326566,0.002163782782213499,0.0018768656524771237,0.0016620346520227764,0.0014929276151630152,0.0013547285256341685,0.0012423898402351779
64,1.036133952668475,0.00584608133360813,0.013227561753046423,0.006934752153007693,0.0043403311819639355,0.003198781695856541,0.002554256170871205,0.0021355629757442134,0.0018388426117523448,0.0016155722209700684,0.0014395016141078635,0.0012936978659917318,0.0011623480697978432
65,1.0429204942348893,0.0002123069351730546,0.0007820838252440612,0.00019508103841344668,6.120452032100287e-05,3.166421071897477e-05,2.4311468008604633e-05,2.4591950244549587e-05,2.8945328676941768e-05,3.697499540478845e-05,4.9927035144974873e-05,7.085664406641282e-05,0.0001054788209452371
66,1.0346186246162359,0.005353389205782571,0.012466758016146225,0.006948195839075803,0.004343717921644431,0.0032065686751280575,0.002571894778620036,0.002163743216840448,0.0018768389867774011,0.0016620186771851154,0.0014929209205752907,0.0013547301621829638,0.0012423992353342707
67,1.036107330804724,0.005845921865590971,0.013227220594332229,0.006934580962188221,0.004340232827296651,0.003198717563800867,0.0025542129737624337,0.002135534665230891,0.0018388259028318127,0.0016155651010568346,0.0014395027217876642,0.0012937061560481268,0.0011623624693543008
68,1.042943990613695,0.00021227061985102646,0.0007822120825362268,0.00019519948978772867,6.126106979224384e-05,3.169830011935895e-05,2.433650585678652e-05,2.4609039730191994e-05,2.8952215414013938e-05,3.696980551354943e-05,4.990840897111265e-05,7.082287671641531e-05,0.00010542685205593719
69,1.034632875525211,0.005353463401884185,0.012466961453764365,0.006948338775340706,0.004343834139680357,0.003206679611593768,0.0025720079930686346,0.0021638622154284783,0.0018769656886174248,0.0016621541927393723,0.0014930658238842876,0.0013548846543005365,0.0012425636992550928
70,1.0361381008457597,0.005846108565051645,0.01322761020382289,0.006934773183238143,0.004340337828475629,0.0031987800050408315,0.002554248360176242,0.0021355500506297707,0.001838825075412708,0.0016155502926896474,0.0014394752543280026,0.0012936666272244733,0.001162310718657835
71,1.0433163823914864,0.0002140890482530277,0.0007876435359633008,0.0001897721975876737,5.3077041655694045e-05,2.1879617236428305e-05,1.4060715209979053e-05,1.460940086410742e-05,1.854903314638679e-05,2.5298086596676167e-05,3.6615402476050406e-05,5.667178485357173e-05,9.350857118470937e-05
72,1.0350568139016691,0.005370087672524008,0.012573192734693529,0.007065094025436072,0.004467041582251683,0.00334663959113649,0.002734917819062407,0.002355258220244628,0.002103074885979948,0.0019307465654534244,0.001814220058246183,0.0017414790414314776,0.0017094645636214444
73,1.0363731209473648,0.005863713674477238,0.013340104216188954,0.007052110662992066,0.004464273925115336,0.0033388269476657437,0.0027155278975587007,0.002322184695488707,0.0020550922564048636,0.001866545827617411,0.0017318673741977598,0.0016371005058823385,0.0015725189891470416
74,1.0435877271265916,0.00021559729755312972,0.000798222928570762,0.00018577465966379845,4.4149755014456e-05,1.5052936702610399e-05,2.0284747815058278e-05,3.107293759279286e-05,4.408788277966857e-05,6.192803679266526e-05,8.888984115583445e-05,0.00013212483230054094,0.00020205024147944858
75,1.0350445137712425,0.00538894465855275,0.012709708259269394,0.007221184669100152,0.00463522421003551,0.0035407044730327557,0.002964121170049802,0.0026286581350891364,0.0024314957551985024,0.002328293494839735,0.0022999248425332867,0.0023408234183048475,0.00245390815007735
76,1.0366533077612752,0.005887323414491812,0.013492097830538447,0.0072117171836167,0.004633975714935008,0.0035321185345041084,0.0029402318472757836,0.0025850587471688345,0.002363464961407288,0.0022293432739783014,0.0021609174520540197,0.002149882513751918,0.0021991587835234567
77,1.0436259856066756,0.00021584346984777024,0.000799663997961892,0.00018509753859274986,4.288206150340955e-05,1.5162381769683147e-05,2.2699058611089425e-05,3.4697381127039884e-05,4.909285037568656e-05,6.884836433386871e-05,9.863305133111548e-05,0.0001461261788647757,0.0002222456695617559
78,1.035072341581504,0.005391849569489156,0.012729946857463053,0.0072441064284301275,0.0046598243158391455,0.0035690351206618433,0.0029975464338318097,0.002668506478183352,0.002479352922032887,0.0023862290020502525,0.0023707435909772912,0.0024283183631918343,0.002562863105175486
79,1.0366998883420786,0.0058907874504126765,0.013514262700169762,0.0072349403502586585,0.004658651889190098,0.0035602166491559635,0.0029728903623653124,0.0026232591884852367,0.002408269766442041,0.0022820440443723352,0.002223223265913097,0.0022243221053000126,0.002290119782369608
80,1.0485793413127447,0.00021137555516670016,0.000721817191869237,0.00020570778619350398,0.0001072755787724205,9.993139527058235e-05,0.00011498209597128493,0.0001426143992862683,0.0001828534977317646,0.00023979053601224748,0.0003212439762232989,0.0004388038145325822,0.0006015262142804655
81,1.0404721533029266,0.005292134582894099,0.01186787355928909,0.006224533053645873,0.0035529200976659753,0.0022951524500090443,0.0015071513695287188,0.0009223500901083132,0.00046968127754471313,0.0003832781987586297,0.0007981016479778356,0.0013733904880862309,0.002070902767755176
82,1.0413530680194438,0.005763559180878903,0.01255934406861868,0.006196921651800504,0.0035450001246600687,0.002292452006870723,0.0015079876782039924,0.0009284844476824256,0.0004623436737126463,0.00022052958094256526,0.0005371089038122556,0.00099451147135842,0.0015550138792886307
83,1.0121578074448603,0.00019981792921199354,0.0006701950322621133,0.00019800155274702646,0.00010540849152506242,9.753482025200986e-05,0.00011092502113694246,0.00013648717843100746,0.00017448348860544545,0.00022920053648843288,0.00030864806384464595,0.00042443721835377414,0.0005847739437476948
84,1.0042978622492253,0.005019645248219347,0.011114519659768642,0.005768806201839584,0.003252344448363286,0.002070287092229655,0.0013350593959049288,0.0007961867043949724,0.00038436668669920393,0.00032215155448118304,0.0006947539225061127,0.0011900399324854109,0.0017872826612529101
