,node_sourcebus.1_harmonico_60,node_sourcebus.1_harmonico_180,node_sourcebus.1_harmonico_300,node_sourcebus.1_harmonico_420,node_sourcebus.1_harmonico_540,node_sourcebus.1_harmonico_660,node_sourcebus.1_harmonico_780,node_sourcebus.1_harmonico_900,node_sourcebus.1_harmonico_1020,node_sourcebus.1_harmonico_1140,node_sourcebus.1_harmonico_1260,node_sourcebus.1_harmonico_1380,node_sourcebus.1_harmonico_1500,node_sourcebus.1_harmonico_1620,node_sourcebus.1_harmonico_1740,node_sourcebus.1_harmonico_1860,node_sourcebus.1_harmonico_1980,node_sourcebus.1_harmonico_2100,node_sourcebus.1_harmonico_2220,node_sourcebus.1_harmonico_2340,node_sourcebus.1_harmonico_2460,node_sourcebus.1_harmonico_2580,node_sourcebus.1_harmonico_2700,node_sourcebus.1_harmonico_2820,node_sourcebus.1_harmonico_2940
0,36225.02843437387,0.005776577326450928,0.005799395566826279,0.005787437558397855,0.005781091478025954,0.005779500398770768,0.005779380185619869,0.005780149820693923,0.005781841268988277,0.005784822593942391,0.005789876118074593,0.005798389335407872,0.005812059414116388,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,20914.134401590603,0.06928435373093654,0.11546657235105616,0.16163121485048385,0.207818487557601,0.25400672991407014,0.3001960786682693,0.3463873144604849,0.39258119409243347,0.43877853647376946,0.48498022869850616,0.5311869789163287,0.5773984966540369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.3181580719983684,0.057113829079453476,0.09709419609116639,0.13708880397932963,0.17709105766981612,0.21709164058751487,0.2570924152284218,0.2970941835086308,0.337097500615832,0.3771029140880775,0.41711107214139875,0.4571228062147475,0.49713914631678713,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,-41828.91830290313,-0.039644886889052225,-0.06275171505544594,-0.08582509882517832,-0.10891573923170118,-0.13200912644603857,-0.15510373848290815,-0.17819959455538184,-0.20129697864242402,-0.22439633551782148,-0.24749832876595665,-0.27060401167058146,-0.2937152037366779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-36224.710276302016,-0.06289040944617179,-0.10289359686403901,-0.1428762489095263,-0.18287215868546963,-0.22287115268966504,-0.26287180928321224,-0.3028743493642868,-0.3428793600855426,-0.38288775704853484,-0.42290097079175515,-0.4629212202482332,-0.5029512325947538,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,20914.78390947935,-0.02963946460530575,-0.05271485380861367,-0.07580611128789566,-0.09890274233808327,-0.12199759622982849,-0.14509233169672736,-0.1681877101660807,-0.19128420446059982,-0.21438218871602865,-0.23748188644228305,-0.260582952505079,-0.28368327692613965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,15094.72797814517,0.014307654978245463,0.022651457254373387,0.030974336519525216,0.03930420687127437,0.04763707146408275,0.055971153073166975,0.06430633300057,0.07264288530287238,0.08098137357629381,0.08932277964715936,0.09766869476214937,0.10602088870880398,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,-0.257961808849269,0.020610565341333882,0.03503615195660976,0.04946072252517672,0.06389602005332988,0.07833104915638832,0.09276645861643107,0.10720282234377139,0.1216405917890547,0.13608018112587109,0.15052189922897768,0.16496554668925653,0.17940928440894408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-7547.564515825301,0.010695529529133364,0.019013207780305314,0.02734946689258394,0.0356866295501403,0.04402135163719248,0.05235560670444168,0.06068994517138592,0.06902460807320324,0.07735974151281585,0.0856954367772409,0.09403170322641086,0.10236837233671439,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,-13072.32266484378,-0.022696145041891044,-0.03713359486444182,-0.05155144962272188,-0.06598453167880414,-0.08041905537157812,-0.09485447715674993,-0.10929110366432238,-0.12372934422042442,-0.13816971862536384,-0.15261293126037073,-0.16705999221686452,-0.18151241238740873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
